year,month,day,hour,minute,kwm2,temp,rh,pressure_Hg,windspeed_mph,precipitation_in
1999,6,4,7,30,433.1,25.12,90.3,29.81,10,0
1999,6,4,7,35,428.5,25.36,88.8,29.82,9,0
1999,6,4,7,40,385.6,25.51,87.5,29.85,11,0
1999,6,4,7,45,517.7,25.59,86.8,29.85,11,0
1999,6,4,7,50,536.1,25.87,84.6,29.87,7,0
1999,6,4,7,55,362.4,26.05,83.8,,,
1999,6,4,8,0,277,25.92,83.5,29.87,9,0
1999,6,4,8,5,225.3,25.85,84.9,29.84,9,0
1999,6,4,8,10,141.3,25.83,84.6,29.85,10,0
1999,6,4,8,15,264.4,25.82,83.9,,9,
1999,6,4,8,20,488.9,25.99,83.9,,10,
1999,6,4,8,25,445.4,26.37,82.6,29.84,11,0
1999,6,4,8,30,349.2,26.48,81.7,29.85,9,0
1999,6,4,8,35,176.8,26.33,81.9,29.86,8,0
1999,6,4,8,40,130,26.04,83.1,,8,
1999,6,4,8,45,145,25.9,84.4,29.87,6,0
1999,6,4,8,50,188.8,25.91,84.3,29.87,6,0
1999,6,4,8,55,206.9,25.93,84.5,29.89,7,0
1999,6,4,9,0,268.1,26.04,83.8,,10,
1999,6,4,9,5,606.8,26.28,82.7,29.9,9,0
1999,6,4,9,10,586.7,26.59,81,,8,
1999,6,4,9,15,610.6,26.83,80,29.9,10,0
1999,6,4,9,20,679.2,27.04,78.9,29.91,10,0
1999,6,4,9,25,747,27.37,77.3,29.91,9,0
1999,6,4,9,30,757,27.61,75.7,29.86,10,0
1999,6,4,9,35,827,27.71,74.8,29.84,13,0
1999,6,4,9,40,821,27.8,73.5,29.81,14,0
1999,6,4,9,45,484.6,28.24,71.8,29.79,14,0
1999,6,4,9,50,264.1,28.15,70.3,29.78,11,0
1999,6,4,9,55,575.3,27.85,70.4,29.78,8,0
1999,6,4,10,0,506.6,27.99,69.6,29.77,13,0
1999,6,4,10,5,773,28.08,68.72,29.77,9,0
1999,6,4,10,10,751,28.29,68.14,29.78,10,0
1999,6,4,10,15,609.7,28.55,67.87,29.79,13,0
1999,6,4,10,20,817,28.63,67.7,29.81,9,0
1999,6,4,10,25,823,28.78,66.68,,6,
1999,6,4,10,30,742,28.74,67.36,,,
1999,6,4,10,35,703,28.94,66.95,29.83,8,0
1999,6,4,10,40,762,28.9,67.56,29.8,10,0
1999,6,4,10,45,634.7,28.78,68.75,29.78,15,0
1999,6,4,10,50,880,28.85,68.32,,14,
1999,6,4,10,55,435.9,29.2,67.51,29.78,15,0
1999,6,4,11,0,234.1,28.93,68.06,,13,
1999,6,4,11,5,356,28.71,69.31,29.78,14,0
1999,6,4,11,10,903,28.65,70.2,,13,
1999,6,4,11,15,932,29.04,68.85,29.78,17,0
1999,6,4,11,20,858,29.36,66.89,29.8,9,0
1999,6,4,11,25,792,29.52,64.73,,15,
1999,6,4,11,30,773,29.65,64.15,29.78,13,0
1999,6,4,11,35,946,29.53,65.86,,17,
1999,6,4,11,40,758,29.61,65.36,29.8,16,0
1999,6,4,11,45,668.3,29.84,63.98,29.81,17,0
1999,6,4,11,50,864,29.88,62.82,29.8,15,0
1999,6,4,11,55,911,30.19,59.92,29.8,16,0
1999,6,4,12,0,910,30.54,57.44,29.82,14,0
1999,6,4,12,5,911,30.46,57.01,29.79,15,0
1999,6,4,12,10,910,30.57,57.87,29.76,17,0
1999,6,4,12,15,930,30.78,57.57,29.74,17,0
1999,6,4,12,20,956,30.42,58.52,29.73,18,0
1999,6,4,12,25,795,30.5,58.57,29.71,18,0
1999,6,4,12,30,734,30.72,57.67,29.72,14,0
1999,6,4,12,35,990,31,57.26,29.7,14,0
1999,6,4,12,40,1012,31.06,56.62,29.72,14,0
1999,6,4,12,45,994,31.31,55.8,29.74,14,0
1999,6,4,12,50,438.3,31.39,55.88,29.76,15,0
1999,6,4,12,55,644.9,31.2,56.15,29.77,14,0
1999,6,4,13,0,853,31.39,56.25,,14,
